sub_topic_name,topic_name,subject_name
Purpose of Randomisation,Experimental Epidemiology,SPM
Meta-analysis – Overview,Experimental Epidemiology,SPM
Phases of Clinical Trials,Experimental Epidemiology,SPM
Types of Endpoints,Experimental Epidemiology,SPM
Levels of Evidence,Experimental Epidemiology,SPM
Cross-over study – Basics,Experimental Epidemiology,SPM
Hill’s Criteria for Causal Association,Experimental Epidemiology,SPM
RCT – Overview,Experimental Epidemiology,SPM
Blinding in studies,Experimental Epidemiology,SPM
Example of disability limitation,Concepts of Disease,SPM
Pap smear test for detection of carcinoma cervix – Level of prevention,Concepts of Disease,SPM
Levels of Prevention,Concepts of Disease,SPM
Primordial prevention of coronary artery disease,Concepts of Disease,SPM
The usage of iodized salt is an example of,Concepts of Disease,SPM
Prospective screening,Concepts of Disease,SPM
Herd immunity and disease elimination,Concepts of Disease,SPM
"Monitoring, Surveillance",Concepts of Disease,SPM
Epidemiological triad,Concepts of Disease,SPM
Diseases eliminated in India in 2015,Concepts of Disease,SPM
"Elimination, Eradication",Concepts of Disease,SPM
Sentinel Surveillance,Concepts of Disease,SPM
Web of disease causation,Concepts of Disease,SPM
Public health surveillance,Concepts of Disease,SPM
Iceberg phenomenon of disease,Concepts of Disease,SPM
Pioneer in concept of ‘Specific protection by vaccine’?,History of Medicine,SPM
Who first coined the term ‘Social Medicine’?,History of Medicine,SPM
Smallpox vaccination was introduced by,History of Medicine,SPM
Ministry of AYUSH,History of Medicine,SPM
Famous authors in History of Medicine,History of Medicine,SPM
Socialized medicine,History of Medicine,SPM
Last case of smallpox in the world,History of Medicine,SPM
Mid Day Meal scheme,National Health Programs,SPM
Village Health Nutrition Day,National Health Programs,SPM
NPCDCS,National Health Programs,SPM
"NIKSHAY, NIKUSTH, NISCHAY",National Health Programs,SPM
Sustainable Development Goals of the Agenda 2030,National Health Programs,SPM
JE Vaccination procedure – Cleaning with spirit,National Health Programs,SPM
Diagnostic Tools for TB under RNTCP,National Health Programs,SPM
Project Axshya,National Health Programs,SPM
POCSO Act,National Health Programs,SPM
"RNTCP – Overview, Hierarchy, Drug regimens",National Health Programs,SPM
Management methods in Health Programmes,National Health Programs,SPM
NCEP- ATP III – Metabolic Syndrome defintion,National Health Programs,SPM
NPCB – Blindness definition,National Health Programs,SPM
Urban Malaria Scheme,National Health Programs,SPM
Elimination of Lymphatic filariasis,National Health Programs,SPM
Integrated Vector management,National Health Programs,SPM
Notification for TB,National Health Programs,SPM
HIV Sentinel surveillance,National Health Programs,SPM
Targets for the Programme Implementation Plan for the NLEP,National Health Programs,SPM
STOP TB Strategy,National Health Programs,SPM
Annual Parasite Index,National Health Programs,SPM
Malarial Parameters for surveillance,National Health Programs,SPM
National Strategic Plan for Malaria Elimination,National Health Programs,SPM
NPCB – Measure of Output,National Health Programs,SPM
Mission Indradanush,National Health Programs,SPM
Multi-Drug Therapy (MDT) for the treatment of Leprosy,National Health Programs,SPM
Erythema Nodosum Leprosum,National Health Programs,SPM
Newborn Stabilization Unit,National Health Programs,SPM
NPCB – Levels of Care,National Health Programs,SPM
Ujjawala Scheme,National Health Programs,SPM
Home Based Newborn Care,National Health Programs,SPM
Mass drug administration,National Health Programs,SPM
Anti-Larval measures in Malaria,National Health Programs,SPM
HIV & TB – Diagnosis & Rx,National Health Programs,SPM
Ayushman Bharat,National Health Programs,SPM
Rapid Diagnostic tests for Malaria,National Health Programs,SPM
National Vector Borne Diseases Control Programme,National Health Programs,SPM
Janani Suraksha Yojana – Services Provided,National Health Programs,SPM
Navjat Shishu Suraksha Karyakram,National Health Programs,SPM
Identify the mosquito from the image,National Health Programs,SPM
Malaria Surveillance System,National Health Programs,SPM
Rashtriya Kishor Swasthya Karyakram,National Health Programs,SPM
NLEP Emblem,National Health Programs,SPM
POSHAN Abhiyaan,National Health Programs,SPM
Prevention and control of JE,National Health Programs,SPM
2 test protocol for HIV,National Health Programs,SPM
Janani Shishu Suraksha Karyakram,National Health Programs,SPM
Sparsh Campaign,National Health Programs,SPM
Rajiv Gandhi shramik kalyan yojana,National Health Programs,SPM
National Deworming Programme,National Health Programs,SPM
ABSULS – Asha bases surveillance,National Health Programs,SPM
Swachh Bharat Abhiyan,National Health Programs,SPM
Suraksha Clinics & Kits,National Health Programs,SPM
Identify Sandfly from image,National Health Programs,SPM
National Immunisation Schedule,National Health Programs,SPM
CB-NAAT,National Health Programs,SPM
Integrated Vector mangaement,National Health Programs,SPM
Levels of Referral in NLEP,National Health Programs,SPM
Blood smear For Malaria,National Health Programs,SPM
Pradhan Mantri Surakshit Matritva Abhiyaan,National Health Programs,SPM
NACO – Target interventions,National Health Programs,SPM
Drugs for Kala-Azar,National Health Programs,SPM
LAQSHYA initiative,National Health Programs,SPM
"Global Vision 2020, India Vision 2020",National Health Programs,SPM
Vandematharam scheme,National Health Programs,SPM
Pradhan Mantri Bhartiya Janaushadhi Pariyojana,National Health Programs,SPM
Anti-Malaria Programme – Different nodal agencies & their functions,National Health Programs,SPM
Health related Days,National Health Programs,SPM
Syndromic Management for STD,National Health Programs,SPM
Incubation Period of yellow fever,Zoonotic Infections,SPM
Aedes Aegypti index,Zoonotic Infections,SPM
Yellow fever Vaccination -Validity,Zoonotic Infections,SPM
Reference Centres for yellow fever in India,Zoonotic Infections,SPM
"Japanese Encephalitis – transmission, lifecycle",Zoonotic Infections,SPM
JE- Amplifiers of virus,Zoonotic Infections,SPM
Classification of Rickettsial diseases,Zoonotic Infections,SPM
Scrub Typhus – transmission,Zoonotic Infections,SPM
Kala Azar endemic areas,Zoonotic Infections,SPM
Leishmania – Basics,Zoonotic Infections,SPM
Method of choice for diagnosis of Kala-azar,Zoonotic Infections,SPM
Nipah virus – transmission,Zoonotic Infections,SPM
Aedes Aegypti index,Zoonotic Infections,SPM
Classification of Zoonoses,Zoonotic Infections,SPM
Classification of Rickettsial diseases,Zoonotic Infections,SPM
"Rabies virus -Taxonomy, Vaccination",Zoonotic Infections,SPM
Classification & Treatment of Bite Wounds,Zoonotic Infections,SPM
Flea Indices,Zoonotic Infections,SPM
"Causative agent, vectors, incubation period, mode of transmission of the various zoonoses",Zoonotic Infections,SPM
Multiphasic Screening,Screening,SPM
Test in series vs Test in parallel,Screening,SPM
Definition – Diagnostic Powers,Screening,SPM
Definition – Predictive accuracy,Screening,SPM
Specificity – Signifies?,Screening,SPM
Sensitivity numerator?,Screening,SPM
What does a positive result for a sensitive test mean?,Screening,SPM
How prevalence affects the different parameters?,Screening,SPM
Definition – Validity,Screening,SPM
Definition – Reliability,Screening,SPM
Receiver operator characteristic curve,Screening,SPM
Natural history & its definitions,Screening,SPM
Prospective vs Prescriptive Screening,Screening,SPM
Screening test -Ideal Characteristics,Screening,SPM
Definition – Lead time,Screening,SPM
Repeatability of screening test,Screening,SPM
"Formula for Sensitivity,Specificity,Positive predictive value,Negative Predictive value",Screening,SPM
False negative vs Sensitivity,Screening,SPM
NPV vs Sensitivity,Screening,SPM
PPV  vs Specificity,Screening,SPM
Most appropriate method to assess the incidence of TB,Respiratory Infections,SPM
Pneumonia – Classification,Respiratory Infections,SPM
Paradoxical carrier definition,Respiratory Infections,SPM
BCG Vaccination – protects against.?,Respiratory Infections,SPM
Drug Regimens for TB,Respiratory Infections,SPM
Diptheria – Vaccination & Surveillance,Respiratory Infections,SPM
Localised Varicella – Does not require isolation,Respiratory Infections,SPM
Pneumonia- Management,Respiratory Infections,SPM
Recent influenza pandemic – Organism,Respiratory Infections,SPM
Periods of Isolation for common Diseases,Respiratory Infections,SPM
Confirmed case of H1N1 – Definition,Respiratory Infections,SPM
Chicken Pox – Basic facts,Respiratory Infections,SPM
Pneumococal vaccine- Most beneficial in.?,Respiratory Infections,SPM
National Tuberculosis Institute – Location,Respiratory Infections,SPM
Avian influenza vaccine – Basics,Respiratory Infections,SPM
Pertussis – Basic Facts,Respiratory Infections,SPM
Eradication of measles – percentage of immunization coverage,Respiratory Infections,SPM
Rubella – Basic Facts,Respiratory Infections,SPM
Measles – Basic Facts,Respiratory Infections,SPM
Vaccine that requires strain change,Respiratory Infections,SPM
Detect – Treat – Prevent – Build approach,Respiratory Infections,SPM
Varicella Vaccine – Basic Facts,Respiratory Infections,SPM
Method to assess prevalence of TB,Respiratory Infections,SPM
Koplik’s spots,Respiratory Infections,SPM
Measles elimination program – Basic Facts,Respiratory Infections,SPM
Diagnostic algorithm for Pulmonary TB,Respiratory Infections,SPM
Period of communicability of common diseases,Respiratory Infections,SPM
Fastest Lab method to diagnose TB,Respiratory Infections,SPM
Rx in HIV + TB,Respiratory Infections,SPM
Smallpox Case definition,Respiratory Infections,SPM
Measles Vaccination schedule,Respiratory Infections,SPM
Tuberculin testing – Basics,Respiratory Infections,SPM
Criteria for elimination of measles,Respiratory Infections,SPM
ChickenPox vs Smallpox rash,Respiratory Infections,SPM
Small pox eradication day,Respiratory Infections,SPM
Classification of TB Patients Based on History of Treatment,Respiratory Infections,SPM
Cause for Epidemic dropsy,Nutritional Disorders,SPM
Bacteria resistant to Holder method of Pasteurisation,Nutritional Disorders,SPM
Test for Pasteurisation efficiency,Nutritional Disorders,SPM
Recommended Daily Protein Intake for Adult Male,Nutritional Disorders,SPM
Thiamine content in foods,Nutritional Disorders,SPM
BMI – Lethal Value,Nutritional Disorders,SPM
Parboiling of Rice,Nutritional Disorders,SPM
Vanasapati fortification with Vit A,Nutritional Disorders,SPM
Renal feed for end stage ESRD,Nutritional Disorders,SPM
Richest source of Vit D,Nutritional Disorders,SPM
RDA for Iodine for different Age groups,Nutritional Disorders,SPM
Glycemic Index for different foods,Nutritional Disorders,SPM
Reference Indian Man & Woman,Nutritional Disorders,SPM
Fluorosis – Classification & Fluoride levels,Nutritional Disorders,SPM
Indicators for Body fat,Nutritional Disorders,SPM
Prevalence Criteria For Xerophthalmia,Nutritional Disorders,SPM
RDA for Folic acid in different Age groups,Nutritional Disorders,SPM
Protein energy ratio,Nutritional Disorders,SPM
Anemia Mukt Bharat Programme,Nutritional Disorders,SPM
Lathyrism – Cause & Rx,Nutritional Disorders,SPM
"Iodine – Community assessment, fortification",Nutritional Disorders,SPM
Prophylactic Iron and Folic Acid (IFA) Supplementation,Nutritional Disorders,SPM
Essential Fatty acid content in foods,Nutritional Disorders,SPM
"Deficient Amino acids inMaize, wheat, cereals, pulses",Nutritional Disorders,SPM
Methods of Pasteurisation,Nutritional Disorders,SPM
Iron requirement in Pregnancy,Nutritional Disorders,SPM
Assessment of Protein Quality,Nutritional Disorders,SPM
"RDA Energy,Protein, Vitamins",Nutritional Disorders,SPM
"Vit A – Doses – Rx, Supplementation",Nutritional Disorders,SPM
BMI ranges,Nutritional Disorders,SPM
Balanced Diet – Characteristics,Nutritional Disorders,SPM
BMR,Nutritional Disorders,SPM
Net Protein Utilisation value for common foods,Nutritional Disorders,SPM
Tests for comparing proportions,Biostatistics,SPM
Graphical Representation of Data,Biostatistics,SPM
Chi-square test – Overview,Biostatistics,SPM
Scales of data measurement,Biostatistics,SPM
Probability,Biostatistics,SPM
Variance and Standard Deviation,Biostatistics,SPM
ANOVA – Overview,Biostatistics,SPM
Non parametric tests – Overview,Biostatistics,SPM
Paired t-test – Overview,Biostatistics,SPM
Standard Error,Biostatistics,SPM
Unpaired t-test – Overview,Biostatistics,SPM
Degrees of freedom,Biostatistics,SPM
Normal Distribution,Biostatistics,SPM
Measures of Central Tendency,Biostatistics,SPM
Measures of Dispersion,Biostatistics,SPM
Phenomenon of BP Tracking,Non-communicable Diseases,SPM
Relative contribution of different risk factors in CAHD,Non-communicable Diseases,SPM
Dietary modification for CAHD,Non-communicable Diseases,SPM
Indicators of Body Fat,Non-communicable Diseases,SPM
Recommended Cholesterol Profile,Non-communicable Diseases,SPM
Blindness – WHO defintion,Non-communicable Diseases,SPM
MC cause of blindness in India,Non-communicable Diseases,SPM
Diet modification and exercise – level of prevention,Non-communicable Diseases,SPM
Height Independent Indicator of Obesity,Non-communicable Diseases,SPM
Virus associated with Malignancies,Non-communicable Diseases,SPM
Obesity – consequential diseases,Non-communicable Diseases,SPM
MC Cancer in Indian Women,Non-communicable Diseases,SPM
Project Monica,Non-communicable Diseases,SPM
Revised Jones Criteria,Non-communicable Diseases,SPM
Best level of prevention of breast cancer,Non-communicable Diseases,SPM
BMI Ranges,Non-communicable Diseases,SPM
DM interventions,Non-communicable Diseases,SPM
Risk Factors for CA Breast,Non-communicable Diseases,SPM
Breast CA Screening Methods,Non-communicable Diseases,SPM
Impact of Lifestyle modification in HTN,Non-communicable Diseases,SPM
